,Portfolio Name,Portfolio WeightList,Portfolio Volatility,PortFolio Returns
47,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,3.81:21.13:1.38:21.04:15.05:7.86:4.4:11.06:8.55:5.73,0.19481023071497003,0.23668213816813535
48,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.9:6.88:2.34:7.08:12.92:7.47:3.39:14.75:14.45:19.81,0.20526667286814804,0.23972224023353503
49,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,2.04:8.58:14.6:8.38:19.39:5.98:14.13:14.14:9.02:3.75,0.20560299816936944,0.22311971098632588
50,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,9.03:14.37:3.17:10.17:8.88:7.58:12.23:16.03:18.47:0.08,0.18860249261210782,0.2309224530641358
51,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,14.89:22.06:7.37:1.06:5.92:4.49:0.34:6.49:18.96:18.42,0.19886875891650663,0.2559214946344911
52,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,15.97:2.21:12.13:6.79:0.62:7.45:16.4:10.81:8.23:19.4,0.19293023029516485,0.2313381443995952
53,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,13.88:20.94:9.99:8.12:4.97:15.43:6.01:12.49:2.21:5.96,0.1868732915894611,0.24488117194626924
54,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,6.3:3.32:8.12:26.37:3.84:0.49:2.7:23.65:6.63:18.58,0.19825295635660944,0.23286725402103425
55,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,5.14:8.9:7.43:16.23:1.3:5.07:15.41:11.2:15.41:13.91,0.18708371884137914,0.22620854039989644
56,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,1.95:20.74:2.2:1.57:3.24:16.82:2.7:19.29:7.59:23.89,0.21246279594136222,0.25429421376070577
57,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,6.87:25.64:2.61:2.75:5.9:20.49:2.56:14.27:12.77:6.14,0.20380872739066333,0.24728676126466778
58,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,7.98:17.0:6.68:14.77:7.74:4.34:16.5:0.29:11.11:13.59,0.1869241052762243,0.23240651545071733
59,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,17.93:3.79:19.35:6.41:2.06:1.65:20.22:8.88:9.4:10.32,0.18815211296826548,0.22759983959836547
60,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,18.96:5.18:4.32:17.99:3.13:13.84:14.89:1.81:0.98:18.89,0.19658637494497025,0.22849600733568873
61,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,3.76:1.79:18.01:4.46:12.59:4.4:18.95:16.79:4.45:14.8,0.20618552987927102,0.22518236661704452
62,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,12.09:19.69:10.97:15.46:6.2:11.83:10.24:5.08:3.32:5.12,0.1824785638866116,0.23539635139762372
63,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,6.88:5.17:16.64:14.15:15.38:11.77:14.78:2.38:7.83:5.02,0.20658349989891472,0.21348617251812685
64,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,7.25:11.73:5.66:12.93:6.03:13.09:13.48:10.86:10.51:8.45,0.18854206470502213,0.22763805691396644
65,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,25.76:10.19:5.84:0.03:11.96:6.97:1.86:9.18:9.7:18.52,0.20037525474940596,0.251887137414387
66,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,2.89:8.13:29.88:4.76:8.59:5.95:3.67:14.9:1.19:20.04,0.21790993320000684,0.2371547817144582
67,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,0.67:9.94:5.94:2.06:16.41:17.52:5.04:20.21:1.94:20.27,0.23214928314510205,0.24010735806347203
68,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,16.74:17.13:14.0:22.52:3.18:0.84:6.68:2.46:3.7:12.76,0.18133712528384505,0.23996822354460598
69,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,8.72:1.18:19.73:18.9:19.06:5.22:21.34:5.28:0.06:0.52,0.2066948467170171,0.20827114726539186
70,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,13.25:12.96:3.83:14.29:12.98:4.46:18.01:7.45:12.1:0.68,0.18395701848544369,0.22685903839251784
71,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,12.89:16.57:13.42:11.88:3.53:17.37:0.72:7.1:1.81:14.71,0.1944708141047464,0.24173673405136162
72,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,5.16:20.19:7.44:12.14:12.9:11.5:6.59:17.95:0.79:5.34,0.19628380118178795,0.24150896188394388
73,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,11.16:12.64:9.24:14.95:11.93:0.96:12.07:16.65:2.85:7.55,0.18224931792410515,0.2373614666042831
74,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,1.45:18.08:8.7:9.41:19.58:9.66:8.35:6.24:14.53:3.98,0.2103372719050438,0.229374261963169
75,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,19.34:2.7:4.97:4.75:12.42:10.04:5.92:21.48:1.05:17.32,0.20533525434759425,0.24311326843423703
76,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,18.14:19.77:2.33:7.1:23.09:0.37:4.63:20.66:3.91:0.01,0.1992805128193142,0.25243583613056997
77,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,14.62:15.55:2.86:1.77:4.63:8.99:11.11:13.94:16.94:9.58,0.18780080611454827,0.24302827037047592
78,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,16.88:16.19:3.25:13.56:10.5:11.16:8.4:10.19:5.73:4.13,0.185344514571654,0.2381656892653948
79,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,16.93:9.9:3.86:15.01:13.25:5.1:2.05:3.68:13.26:16.95,0.1958174011145785,0.2378900802650073
80,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.05:12.01:2.51:11.57:13.28:15.34:17.24:15.19:0.58:2.24,0.2033963225207693,0.22875433995728064
81,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.64:11.71:8.8:6.53:8.93:10.62:11.31:7.12:13.7:10.64,0.19212672829871483,0.2318799981117448
82,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,10.8:9.93:10.73:4.86:16.71:9.38:12.25:15.84:2.42:7.07,0.2012172731983551,0.2346450096753834
83,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,5.62:9.34:14.74:15.78:0.66:3.26:17.21:12.0:18.34:3.03,0.18556520649872882,0.2198176566928444
84,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,7.83:11.3:8.18:4.16:1.03:15.97:19.14:18.85:1.74:11.8,0.19558159676848955,0.23481348036513203
85,BRITANNIA:ASIANPAINT:BAJAJFINSV:HINDUNILVR:HDFCBANK:INFY:TCS:SHREECEM:BPCL:TITAN,18.23:5.7:7.72:7.81:4.07:4.9:6.77:18.29:17.91:8.61,0.18681305092215922,0.2358915115701881
